"","time","n1","n2","replicate"
"1",0,3.13972963515897,11.9551250456231,1
"2",6.89655172413793,5.76883155178451,30.3363063558996,1
"3",13.7931034482759,7.64156717117281,57.1556233810077,1
"4",20.6896551724138,12.8789067046243,95.6317360522162,1
"5",27.5862068965517,20.9819909208605,127.909214978415,1
"6",34.4827586206897,28.7215755111725,142.152541248566,1
"7",41.3793103448276,42.5348518014397,164.363622496686,1
"8",48.2758620689655,58.5410849457485,163.031891848269,1
"9",55.1724137931034,69.6266265806103,152.068951034598,1
"10",62.0689655172414,98.2737337927419,140.533698373876,1
"11",68.9655172413793,108.77403259509,129.960350317981,1
"12",75.8620689655172,117.497283110499,127.991560325821,1
"13",82.7586206896552,126.260894746851,116.325772963987,1
"14",89.6551724137931,138.290025137941,106.213392557792,1
"15",96.551724137931,138.600650307422,103.682625073079,1
"16",103.448275862069,142.736809737744,102.19112999657,1
"17",110.344827586207,143.253191248964,91.4877324782771,1
"18",117.241379310345,155.70143014842,91.5750851620973,1
"19",124.137931034483,152.872200407377,85.1540873051493,1
"20",131.034482758621,152.229962997793,82.8892904384366,1
"21",137.931034482759,155.367520990202,81.1226117467832,1
"22",144.827586206897,150.394499751541,78.7460314434756,1
"23",151.724137931034,153.272312059808,80.4024623906687,1
"24",158.620689655172,154.055973947194,79.4521208371656,1
"25",165.51724137931,146.126093134739,79.0351305140347,1
"26",172.413793103448,155.239768139727,75.816768035315,1
"27",179.310344827586,157.213835803325,78.800622550628,1
"28",186.206896551724,154.756047623488,71.8683290554577,1
"29",193.103448275862,148.816283669857,77.3263986560687,1
"30",200,154.54616278803,77.3352437273456,1
"31",0,0.689738777162328,11.3828896728368,2
"32",6.89655172413793,1.78779471714885,25.780740845667,2
"33",13.7931034482759,3.43129136730505,47.0538338019486,2
"34",20.6896551724138,5.2440723360525,85.2399374509284,2
"35",27.5862068965517,7.76617554919229,122.066529091584,2
"36",34.4827586206897,14.8649137520497,155.913792242282,2
"37",41.3793103448276,20.1640586010952,160.737625961903,2
"38",48.2758620689655,32.0753629573982,168.644004159645,2
"39",55.1724137931034,41.5989309553316,164.519695877018,2
"40",62.0689655172414,58.2214653748427,166.675767370544,2
"41",68.9655172413793,71.0707390035992,153.489152768761,2
"42",75.8620689655172,84.3872547699707,141.677070582448,2
"43",82.7586206896552,104.578356487971,136.143533815997,2
"44",89.6551724137931,116.847363650019,123.266887096397,2
"45",96.551724137931,130.552919846798,116.623387314752,2
"46",103.448275862069,132.55798591915,108.505444076336,2
"47",110.344827586207,137.981828041611,99.1447753448126,2
"48",117.241379310345,149.57600594089,92.741369095863,2
"49",124.137931034483,145.674684743181,89.9313259439423,2
"50",131.034482758621,144.646123763834,86.7624964799494,2
"51",137.931034482759,140.922674018468,86.9754755789106,2
"52",144.827586206897,152.776791008687,84.9228024406323,2
"53",151.724137931034,149.033661071654,82.4952092043714,2
"54",158.620689655172,151.537348193183,80.4338564829714,2
"55",165.51724137931,155.312304549794,80.3903578641545,2
"56",172.413793103448,154.7379428217,79.2643154028314,2
"57",179.310344827586,153.647632810588,79.7570592642655,2
"58",186.206896551724,148.754729591564,77.3543846552304,2
"59",193.103448275862,156.730107530343,79.8517689235301,2
"60",200,147.396734790351,74.1214420270739,2
"61",0,4.54995612017462,10.5858648464898,3
"62",6.89655172413793,6.99287626149115,23.5255599389448,3
"63",13.7931034482759,13.9572450992363,43.1112705325408,3
"64",20.6896551724138,19.5020968769076,77.4903139965364,3
"65",27.5862068965517,31.0701407343615,103.41900376471,3
"66",34.4827586206897,41.5538739931925,142.7559146183,3
"67",41.3793103448276,60.4977191050712,153.672467819232,3
"68",48.2758620689655,78.8273192860158,145.412438650868,3
"69",55.1724137931034,94.0129833195116,142.623602437308,3
"70",62.0689655172414,103.557669899189,132.515703996254,3
"71",68.9655172413793,122.502394112065,123.406031747138,3
"72",75.8620689655172,131.789237283224,109.724309957794,3
"73",82.7586206896552,136.158937829221,102.138290054091,3
"74",89.6551724137931,137.699230783096,103.949317504532,3
"75",96.551724137931,146.140789481519,97.182224022335,3
"76",103.448275862069,144.921867561378,92.0396296368631,3
"77",110.344827586207,152.418283554134,86.0813657006311,3
"78",117.241379310345,153.872360553074,87.616585000222,3
"79",124.137931034483,147.056679797039,85.0620727852689,3
"80",131.034482758621,153.118687910019,78.2507449159181,3
"81",137.931034482759,155.730010811176,76.4467641221121,3
"82",144.827586206897,148.528680153965,83.6526234800556,3
"83",151.724137931034,155.229630054264,83.1884457117388,3
"84",158.620689655172,153.618726487215,77.0423467186821,3
"85",165.51724137931,152.067229932001,78.2411959927082,3
"86",172.413793103448,154.137074331792,76.7555071557202,3
"87",179.310344827586,150.195783670383,77.71132449958,3
"88",186.206896551724,155.649118010427,80.131348883344,3
"89",193.103448275862,155.136540966812,75.5215328257141,3
"90",200,158.031265588861,80.6201751564883,3
"91",0,2.532205746987,15.135856586186,4
"92",6.89655172413793,5.1477243725085,29.2288645053592,4
"93",13.7931034482759,8.00064889638601,52.7193322798202,4
"94",20.6896551724138,13.3353461033257,95.5735200273587,4
"95",27.5862068965517,17.2923161159336,127.416490319603,4
"96",34.4827586206897,29.2510252082313,150.174695533058,4
"97",41.3793103448276,43.7954973556516,155.56760844436,4
"98",48.2758620689655,56.2606069134464,158.200096004761,4
"99",55.1724137931034,73.5162116316019,149.923703706639,4
"100",62.0689655172414,89.8846118729464,145.285706927949,4
"101",68.9655172413793,99.8955122295806,134.06493250415,4
"102",75.8620689655172,112.283923581542,124.37860006985,4
"103",82.7586206896552,124.758917811755,111.064833113634,4
"104",89.6551724137931,134.669184334433,103.577759337159,4
"105",96.551724137931,140.701530966257,100.064770128749,4
"106",103.448275862069,147.678624104038,92.2313659754924,4
"107",110.344827586207,149.637416422684,96.2806690805318,4
"108",117.241379310345,151.403125841668,91.0917859395794,4
"109",124.137931034483,150.822191093067,86.1498169121148,4
"110",131.034482758621,155.307552988124,87.5233401130783,4
"111",137.931034482759,147.536806911594,82.2654092732613,4
"112",144.827586206897,148.430822710316,80.7350143191056,4
"113",151.724137931034,152.836964273828,83.41447068668,4
"114",158.620689655172,150.09934663624,80.5314945576323,4
"115",165.51724137931,152.295172174213,83.0468862007329,4
"116",172.413793103448,151.029123151766,80.8408179964268,4
"117",179.310344827586,156.493376480149,77.7505704493571,4
"118",186.206896551724,156.664743585634,81.9217525803277,4
"119",193.103448275862,151.222650865517,80.2556568838474,4
"120",200,160.252492262631,72.3689383412322,4
"121",0,4.04911269914331,13.9469596604232,5
"122",6.89655172413793,7.30899112663212,26.15664465175,5
"123",13.7931034482759,14.5290969618346,54.4774828794509,5
"124",20.6896551724138,20.2043386427681,86.9850678601801,5
"125",27.5862068965517,29.0732776959318,120.244050550834,5
"126",34.4827586206897,48.1907310008558,141.585599564637,5
"127",41.3793103448276,61.696638780526,152.382265749165,5
"128",48.2758620689655,76.3086605918161,141.454462624094,5
"129",55.1724137931034,94.0941267322127,142.372151336225,5
"130",62.0689655172414,111.578208271908,129.11114156045,5
"131",68.9655172413793,118.54807389342,119.63005643537,5
"132",75.8620689655172,122.70992407366,114.985207240753,5
"133",82.7586206896552,135.507429028461,109.476493229333,5
"134",89.6551724137931,139.525266719847,100.19992001815,5
"135",96.551724137931,141.793854352449,93.2394312959111,5
"136",103.448275862069,145.342230803886,89.1348584335787,5
"137",110.344827586207,152.077308660487,88.0853230563984,5
"138",117.241379310345,148.104681152106,88.5401150047958,5
"139",124.137931034483,154.103672713906,84.1745952947592,5
